JQuery,Git,PHP,Javascript,CSS,HTML,Sass,Less,Работа в команде,Ajax,Adobe Photoshop,Development,EmberJS,ReactJS,UX,Bootstrap,AngularJS,PHP5,UI,CSS3,HTML5,Проектирование пользовательских интерфейсов,front-end,фронт-енд,ScetchUp
Javascript,PHP,SQL,Yii framework,XML
1c-битрикс,PHP,MySQL,Javascript
Автоматизация тестирования,Тестирование ПО
Sass,БЭМ,Webpack,React.js,CSS,HTML
Ruby,Ruby on Rails,Backend development,Rspec,Redis,PostgreSQL
Javascript
Less,React.js,БЭМ,Sass,HTML,CSS
UI дизайн,UX дизайн,Веб дизайн,Прототипирование,Проектирование интерфейсов,Разработка интерфейсов
Django,Алгоритмы и структуры данных,Шаблон проектирования,Linux,Python,UX дизайн,Javascript,MySQL
Flash-программирование,Разработка игр
Разработка под Android
Objective-С,Xcode,Разработка под iOS,Разработка мобильных приложений,Core data,Cocoa,Cocos2d,Uikit,Клиент-серверные приложения,Core graphics
Большие данные,Базы данных,Java ee,Nosql,Git,Java,SQL
Автоматизация тестирования,Git,Core data,Разработка под iOS,Objective-С,Storyboard,Клиент-серверные приложения,Многопоточность,Facebook api,Vk api
ООП,Canvas,Многопоточность,Sqlite,Клиент-серверные приложения,Паттерны проектирования,Разработка под Android,Git,Java,Автоматизация тестирования
Java ee,Tomcat,Jboss ejb3,Hibernate
.NET,ООП,C#,SQL
PostgreSQL,Hibernate,Jsf,Java
Разработка через тестирование,ASP.NET MVC,.NET
Поддержка клиентов,Техническая поддержка,Криптография
ООП,Magento,Разработка высоконагруженных систем,Laravel,Symfony 2,Git,MySQL,PHP,Javascript,Restful api
Javascript,PHP,MySQL,CSS,HTML,Symfony 2,Laravel,Magento,ООП
Разработка под iOS,Разработка мобильных приложений
Python,Большие данные,Базы данных,SQL,Датамайнинг
Управление проектами,Английский язык,Разработка игр
Разработка игр,Дизайн игр,Дизайн уровней
Программирование,C++
Twitter Bootstrap,Кроссбраузерная верстка,JQuery,Веб разработка,CSS,HTML,React.js,Wordpress,Jquery ui,Angular.js
Разработка тест-кейсов,Функциональное тестирование,Тестирование производительности,Нагрузочное тестирование,Тесты на проникновение,Тестирование сайтов,Ручное тестирование,Selenium,Автоматизация тестирования
MySQL,PHP,JQuery,Git,Linux,Soap
Drupal api,JQuery,PHP,MySQL,HTML,CSS
Javascript,Java,Git,Разработка под Android,Bdd tdd
Тестирование производительности,Тестирование сайтов,Selenium,Ручное тестирование,Функциональное тестирование,Разработка тест-кейсов,Баг-трекинг,Тестирование на приемлемость для пользователя,Автоматизация тестирования,Тестирование ПО
React.js,PostgreSQL,CSS,HTML,Javascript,JQuery,Twitter Bootstrap,Apache,Nginx,Node.js
Angular.js,Nginx,Flask,Mercurial,Sqlalchemy,Celery,JQuery,Linux,Python,PostgreSQL
UX дизайн,Веб дизайн,UI дизайн,Дизайн мобильных приложений,Adobe Indesign,Adobe Photoshop,Векторная графика
Дизайн лендингов,Графический дизайн,Копирайтинг
Unix,Nginx,Behat,Phpunit,HTML,CSS,Javascript,MySQL,PHP,Git
Git,Javascript,CSS,HTML
PHP,MySQL,Английский язык,Wordpress
Bdd tdd,Swift,Git,Objective-С,Разработка под iOS
Linux,PHP,Yii framework
HTML,PHP,MySQL,Javascript,Управление проектами,Wordpress,Управление людьми,Разработка ТЗ,Построение команды
Python
Тестирование ПО,Регрессионное тестирование,Тестирование мобильных приложений,Redmine,Разработка тест-кейсов,Функциональное тестирование,Ручное тестирование
Agile,Управление разработкой,Разработка под iOS,Xcode,Разработка мобильных приложений,Objective-С,Управление проектами
Базы данных,.NET,ООП,C#,ASP.NET MVC,Nosql,Git,SVN,Microsoft SQL server
Grunt,Twitter Bootstrap,БЭМ,Less,HTML,CSS
Javascript,MySQL,PHP,Git,Symfony
Адаптивная верстка,Coffeescript,Gulp,Angular.js,CSS,HTML,Less,БЭМ,React.js,Sass
PostgreSQL,PHP,MySQL,Javascript,Node.js,MongoDB,Bitrix,Zend framework
Bitrix,Node.js,Javascript,MySQL,PHP,PostgreSQL
1c-битрикс,HTML,CSS,PHP,MySQL,Javascript,Git,Bitrix
Пунктуальность,Phalcon,Работа в команде,Git,ООП,Javascript,MySQL,PHP,CSS,HTML
UI дизайн,Веб дизайн,UX дизайн,Разработка интерфейсов,Проектирование интерфейсов,Прототипирование,Интерактивный дизайн,Адаптивный дизайн,Графический дизайн,Adobe Photoshop
Дизайн мобильных приложений,Прототипирование,UX дизайн,UI дизайн
HTML,CSS,PHP,MySQL,Javascript,Git,Laravel,JQuery
Django,Python,Redis,PostgreSQL,Celery,Параллельное программирование,Elasticsearch,Парсинг,Rabbitmq,MongoDB
Zend framework,Extjs,PostgreSQL,PHP,Linux,Разработка высоконагруженных систем
Веб разработка,CSS,HTML
PHP,MySQL,Javascript,JQuery,Java,Git,Bitrix,Ajax
Swift,Rest,Objective-С,Разработка под Android,Разработка мобильных приложений,Разработка под iOS,Java,ООП
Scala
Ajax,ООП,ASP.NET MVC,Linux,Git,Javascript,MySQL,PHP
Node.js,Typescript
Backbone.js,SVN,Javascript,React.js,Git,ASP.NET MVC
ООП,Linux,HTML,Javascript,PHP,MySQL,Nginx
C++ stl,Opengl,Разработка игр,Алгоритмы и структуры данных,Objective-С,ООП,C++
Java,Apache maven,Gradle,Teamcity
Java spring framework,Java,JQuery,Hibernate,MySQL,HTML,CSS
C++,Разработка высоконагруженных систем,Linux,Алгоритмы и структуры данных,C++ stl
MySQL,PHP,Javascript
Javascript,PHP,CSS,HTML
Разработка под iOS,Swift
Zend framework,Git,Linux,PHP,MySQL
MySQL,PostgreSQL,Java,Tomcat,Java spring framework,Java servlet
Java ee,ООП,Java,Алгоритмы и структуры данных
Разработка мобильных приложений,Разработка под Android,Android ndk
Extjs,Django,Git,Python,PostgreSQL,Javascript
Javascript,HTML,CSS,Git,JQuery,Typescript,Api интерфейсы,Angular.js
Nginx,Redhat,Centos,Docker,Git,Yii framework,PHP
